country,year,production,export,domestic_consumption,gross_opening_stock,coffee_type
Angola,1990,50345,84.35,20.0,210.0,Brazilan Naturals
Angola,1990,50345,84.35,20.0,210.0,Robustas
Bolivia (Plurinational State of),1990,122777,156442,25.0,54.0,Other Milds
Brazil,1990,27285.6286,16935.7876003,8200.0,26926.0,Brazilan Naturals
Brazil,1990,27285.6286,16935.7876003,8200.0,26926.0,Robustas
Burundi,1990,487393,584773,2.0,77.0,Other Milds
Burundi,1990,487393,584773,2.0,77.0,Robustas
Ecuador,1990,1503815,1783.7159997,350.0,723963,Other Milds
Ecuador,1990,1503815,1783.7159997,350.0,723963,Robustas
Indonesia,1990,7441383,6903.2269994,1242.0,1319.0,Brazilan Naturals
Indonesia,1990,7441383,6903.2269994,1242.0,1319.0,Robustas
Madagascar,1990,982447,863.0399999,350.0,544.0,Other Milds
Madagascar,1990,982447,863.0399999,350.0,544.0,Robustas
Malawi,1990,104628,124154,2.0,20.0,Other Milds
Papua New Guinea,1990,962841,1050719,3.0,199.0,Other Milds
Papua New Guinea,1990,962841,1050719,3.0,199.0,Robustas
Peru,1990,936632,1105078,190.0,318.0,Other Milds
Rwanda,1990,534875,779.15,1.0,134.0,Other Milds
Zimbabwe,1990,251901,250772,8.0,160.0,Other Milds
Congo,1990,2924,1.68,3.0,12.0,Robustas
Cuba,1990,414212,181.7789999,213.0,265.7,Other Milds
Dominican Republic,1990,880062,535207,320.0,560.0,Other Milds
Haiti,1990,392.88,191445,220.0,47.0,Other Milds
Philippines,1990,973632,168.282001,720.0,1223.0,Brazilan Naturals
Philippines,1990,973632,168.282001,720.0,1223.0,Robustas
Tanzania,1990,931779,1019.0519998,4.0,450.0,Colombian Milds
Tanzania,1990,931779,1019.0519998,4.0,450.0,Robustas
Zambia,1990,22686,24.36,1.5,1.0,Other Milds
Cameroon,1990,1682484,2611.2590004,83.3,1344.0,Other Milds
Cameroon,1990,1682484,2611.2590004,83.3,1344.0,Robustas
Central African Republic,1990,175274,196698,28.0,55.0,Robustas
Colombia,1990,14396.0,13943.8700004,1235.0,3720797,Colombian Milds
Costa Rica,1990,2561885,2265644,375.0,343.0,Other Milds
Côte d'Ivoire,1990,2940363,4282.8659998,50.0,4796.0,Robustas
Democratic Republic of Congo,1990,1580296,1838636,200.0,116.0,Other Milds
Democratic Republic of Congo,1990,1580296,1838636,200.0,116.0,Robustas
El Salvador,1990,2464864,2509873,180.0,245.0,Other Milds
Ethiopia,1990,2909451,1074101,1200.0,2800.0,Brazilan Naturals
Gabon,1990,3408,2314,1.7,2.0,Robustas
Ghana,1990,37855,10865,17.0,4.0,Robustas
Guatemala,1990,3270529,3240141,300.0,77.0,Other Milds
Guinea,1990,44.46,121696,25.0,45.0,Robustas
Honduras,1990,1567958,1735093,188154,101198,Other Milds
India,1990,2828687,1979.1479994,903.0,842.0,Other Milds
India,1990,2828687,1979.1479994,903.0,842.0,Robustas
Jamaica,1990,22574,14.9839996,7.0,0.0,Other Milds
Kenya,1990,1485135,1969338,50.0,766333,Colombian Milds
Liberia,1990,3.0,22411,3.0,0.0,Robustas
Mexico,1990,4674245,3683.1040021,1374.0,974.0,Other Milds
Nicaragua,1990,461078,671.1839999,34.0,56.0,Other Milds
Nigeria,1990,29.19,3582,27.5,0.0,Robustas
Panama,1990,214987,131654,63.0,18.0,Other Milds
Sierra Leone,1990,42783,139744,9.0,127.0,Robustas
Sri Lanka,1990,95.87,19137,66667,10.0,Other Milds
Sri Lanka,1990,95.87,19137,66667,10.0,Robustas
Thailand,1990,757017,1001.4349995,188.0,71.0,Brazilan Naturals
Thailand,1990,757017,1001.4349995,188.0,71.0,Robustas
Togo,1990,161308,238838,1.0,59.0,Robustas
Trinidad & Tobago,1990,14581,30.2319997,8.0,5.0,Robustas
Uganda,1990,1955009,2352.68,70.0,3100.0,Other Milds
Uganda,1990,1955009,2352.68,70.0,3100.0,Robustas
Venezuela,1990,1122477,277795,782.39,142.0,Other Milds
Viet Nam,1990,1310288,1145.2340014,150.0,181.0,Brazilan Naturals
Viet Nam,1990,1310288,1145.2340014,150.0,181.0,Robustas
Angola,1991,79331,70501,30.0,161.0,Brazilan Naturals
Angola,1991,79331,70501,30.0,161.0,Robustas
Bolivia (Plurinational State of),1991,103536,73523,27.0,39.8,Other Milds
Brazil,1991,27293.4934,21182.7614023,8500.0,25548.0,Brazilan Naturals
Brazil,1991,27293.4934,21182.7614023,8500.0,25548.0,Robustas
Burundi,1991,667199,687851,1.6,150.0,Other Milds
Burundi,1991,667199,687851,1.6,150.0,Robustas
Ecuador,1991,2123824,1416.3839994,350.0,250.0,Other Milds
Ecuador,1991,2123824,1416.3839994,350.0,250.0,Robustas
Indonesia,1991,8493196,6170.7960001,1280.0,798.0,Brazilan Naturals
Indonesia,1991,8493196,6170.7960001,1280.0,798.0,Robustas
Madagascar,1991,932513,587658,300.0,450.0,Other Milds
Madagascar,1991,932513,587658,300.0,450.0,Robustas
Malawi,1991,124286,99535,2.0,19.0,Other Milds
Papua New Guinea,1991,746816,788.3529999,3.0,146.0,Other Milds
Papua New Guinea,1991,746816,788.3529999,3.0,146.0,Robustas
Peru,1991,1200474,1041.8670001,190.0,61.0,Other Milds
Rwanda,1991,483.83,473.98,1.0,9.0,Other Milds
Zimbabwe,1991,201394,239324,8.0,118.2,Other Milds
Congo,1991,3003,924,2667,11.0,Robustas
Cuba,1991,302097,121429,213.0,289.0,Other Milds
Dominican Republic,1991,320.56,476.2630001,320.0,640.0,Other Milds
Haiti,1991,463352,150673,330.0,30.0,Other Milds
Philippines,1991,1018482,103.0250002,750.0,1344.0,Brazilan Naturals
Philippines,1991,1018482,103.0250002,750.0,1344.0,Robustas
Tanzania,1991,789977,871.3299987,3.5,408053,Colombian Milds
Tanzania,1991,789977,871.3299987,3.5,408053,Robustas
Zambia,1991,29138,29198,1.5,0.0,Other Milds
Cameroon,1991,1725948,1752.1790001,83333,1086.0,Other Milds
Cameroon,1991,1725948,1752.1790001,83333,1086.0,Robustas
Central African Republic,1991,124781,140.95,28.0,59.0,Robustas
Colombia,1991,17980397,12599.1849983,1269.0,4669.41,Colombian Milds
Costa Rica,1991,2759619,2399.6400001,375.0,120.0,Other Milds
Côte d'Ivoire,1991,4129295,3804.734001,50.0,3352.0,Robustas
Democratic Republic of Congo,1991,1229902,1417957,200.0,17.0,Other Milds
Democratic Republic of Congo,1991,1229902,1417957,200.0,17.0,Robustas
El Salvador,1991,2197692,2148.2100002,180.0,512.3,Other Milds
Ethiopia,1991,2924664,841329,1264.0,3660.0,Brazilan Naturals
Gabon,1991,1752,3338,1.0,2.0,Robustas
Ghana,1991,76306,15702,17.0,10.0,Robustas
Guatemala,1991,3496531,2831.9850001,300.0,244557,Other Milds
Guinea,1991,90522,61447,25.0,10.0,Robustas
Honduras,1991,2321808,1444363,257.1,54.0,Other Milds
India,1991,2999749,1727.3589994,916667,1257.0,Other Milds
India,1991,2999749,1727.3589994,916667,1257.0,Robustas
Jamaica,1991,38987,16.7049999,11.0,0.0,Other Milds
Kenya,1991,1514047,1557532,50.0,552067,Colombian Milds
Liberia,1991,3.0,0.0,3.0,0.0,Robustas
Mexico,1991,4727206,3530.8200019,1200.0,748.0,Other Milds
Nicaragua,1991,707067,392.0529999,138.0,63162,Other Milds
Nigeria,1991,44313,922,35.75,0.0,Robustas
Panama,1991,192532,124.2,67.0,40.0,Other Milds
Sierra Leone,1991,54379,103821,9.0,74.0,Robustas
Sri Lanka,1991,81549,22168,67.0,6.0,Other Milds
Sri Lanka,1991,81549,22168,67.0,6.0,Robustas
Thailand,1991,1468936,540937,220.0,207.0,Brazilan Naturals
Thailand,1991,1468936,540937,220.0,207.0,Robustas
Togo,1991,432652,154834,1.0,38.5,Robustas
Trinidad & Tobago,1991,17792,7.6719977,11.5,0.0,Robustas
Uganda,1991,2088001,2095093,75.0,2900.0,Other Milds
Uganda,1991,2088001,2095093,75.0,2900.0,Robustas
Venezuela,1991,940704,127889,815.48,350.0,Other Milds
Viet Nam,1991,1437848,1200952,230.0,195.0,Brazilan Naturals
Viet Nam,1991,1437848,1200952,230.0,195.0,Robustas
Angola,1992,77.52,80.25,35.0,136.0,Brazilan Naturals
Angola,1992,77.52,80.25,35.0,136.0,Robustas
Bolivia (Plurinational State of),1992,120235,96.2040001,27.5,33.4,Other Milds
Brazil,1992,34603.3542,18790.7192021,8900.0,22625.0,Brazilan Naturals
Brazil,1992,34603.3542,18790.7192021,8900.0,22625.0,Robustas
Burundi,1992,620238,645858,1.7,53108,Other Milds
Burundi,1992,620238,645858,1.7,53108,Robustas
Ecuador,1992,1185.48,1273.4350006,350.0,552207,Other Milds
Ecuador,1992,1185.48,1273.4350006,350.0,552207,Robustas
Indonesia,1992,5569478,4603.6959999,1319.0,2427.0,Brazilan Naturals
Indonesia,1992,5569478,4603.6959999,1319.0,2427.0,Robustas
Madagascar,1992,1121684,736406,350.0,403.3,Other Milds
Madagascar,1992,1121684,736406,350.0,403.3,Robustas
Malawi,1992,137161,128022,2.0,19.0,Other Milds
Papua New Guinea,1992,900111,917.1739996,3.0,95.0,Other Milds
Papua New Guinea,1992,900111,917.1739996,3.0,95.0,Robustas
Peru,1992,1761953,1061043,200.0,100.0,Other Milds
Rwanda,1992,638875,644525,1.0,10.0,Other Milds
Zimbabwe,1992,77824,162318,8.0,98.0,Other Milds
Congo,1992,3171,336,2667,11.0,Robustas
Cuba,1992,284237,162.71,195.0,219.0,Other Milds
Dominican Republic,1992,637815,369.4670007,320.0,300.0,Other Milds
Haiti,1992,499855,165976,330.0,30.0,Other Milds
Philippines,1992,919851,41.3159998,750.0,1554.0,Brazilan Naturals
Philippines,1992,919851,41.3159998,750.0,1554.0,Robustas
Tanzania,1992,786434,827.7859996,19.2,386772,Colombian Milds
Tanzania,1992,786434,827.7859996,19.2,386772,Robustas
Zambia,1992,29307,30514,1432,1.0,Other Milds
Cameroon,1992,260376,1645851,83333,991.0,Other Milds
Cameroon,1992,260376,1645851,83333,991.0,Robustas
Central African Republic,1992,133845,99975,28.0,64.0,Robustas
Colombia,1992,14946878,16564.3700008,1303.0,5913941,Colombian Milds
Costa Rica,1992,2997974,2431.3400009,375.0,229345,Other Milds
Côte d'Ivoire,1992,2245536,4546.3679999,50.0,3574.0,Robustas
Democratic Republic of Congo,1992,1180157,954229,200.0,21.0,Other Milds
Democratic Republic of Congo,1992,1180157,954229,200.0,21.0,Robustas
El Salvador,1992,3001301,2120.0920003,230.0,354.43,Other Milds
Ethiopia,1992,1825171,734461,1331.0,4652.0,Brazilan Naturals
Gabon,1992,3063,1007,0.8,1122,Robustas
Ghana,1992,36602,32245,17.0,43.0,Robustas
Guatemala,1992,4318483,3327.9880003,300.0,153317,Other Milds
Guinea,1992,76341,57.52,62.5,10.0,Robustas
Honduras,1992,1918209,1960071,240.0,318342,Other Milds
India,1992,2823497,1816.3410004,917.0,1316.0,Other Milds
India,1992,2823497,1816.3410004,917.0,1316.0,Robustas
Jamaica,1992,25583,22.4269995,6.0,8.0,Other Milds
Kenya,1992,1315548,1384291,50.0,617033,Colombian Milds
Liberia,1992,3.0,0.0,3.0,0.0,Robustas
Mexico,1992,3400811,3332.0409999,1300.0,985.0,Other Milds
Nicaragua,1992,547294,635946,65.6,39.6,Other Milds
Nigeria,1992,48882,11391,35.75,0.0,Robustas
Panama,1992,196978,125.4040001,67.0,60832,Other Milds
Sierra Leone,1992,39084,47.02,9.0,45.0,Robustas
Sri Lanka,1992,53181,14724,28.0,1.0,Other Milds
Sri Lanka,1992,53181,14724,28.0,1.0,Robustas
Thailand,1992,1254945,1163.7760006,233.0,273.0,Brazilan Naturals
Thailand,1992,1254945,1163.7760006,233.0,273.0,Robustas
Togo,1992,85648,313177,1.0,154.0,Robustas
Trinidad & Tobago,1992,14328,2451,10.0,4293,Robustas
Uganda,1992,2185074,1961034,75.0,2900.0,Other Milds
Uganda,1992,2185074,1961034,75.0,2900.0,Robustas
Venezuela,1992,1215298,135.818001,849.97,362545,Other Milds
Viet Nam,1992,2340447,1937611,250.0,85.0,Brazilan Naturals
Viet Nam,1992,2340447,1937611,250.0,85.0,Robustas
Angola,1993,32608,38878,20.0,111.0,Brazilan Naturals
Angola,1993,32608,38878,20.0,111.0,Robustas
Bolivia (Plurinational State of),1993,50823,47319,28.5,25.2,Other Milds
Brazil,1993,28166.9786,17837.7479992,9100.0,28921.0,Brazilan Naturals
Brazil,1993,28166.9786,17837.7479992,9100.0,28921.0,Robustas
Burundi,1993,393354,417609,1.91,0.0,Other Milds
Burundi,1993,393354,417609,1.91,0.0,Robustas
Ecuador,1993,2069007,1598.6660008,350.0,100.0,Other Milds
Ecuador,1993,2069007,1598.6660008,350.0,100.0,Robustas
Indonesia,1993,6743288,5662.0940006,1359.0,1562.0,Brazilan Naturals
Indonesia,1993,6743288,5662.0940006,1359.0,1562.0,Robustas
Madagascar,1993,441859,627783,360.0,455333,Other Milds
Madagascar,1993,441859,627783,360.0,455333,Robustas
Malawi,1993,62111,103574,2.0,25.0,Other Milds
Papua New Guinea,1993,1019481,1054.6339997,2.0,49.0,Other Milds
Papua New Guinea,1993,1019481,1054.6339997,2.0,49.0,Robustas
Peru,1993,665497,775.0,200.0,500.0,Other Milds
Rwanda,1993,443625,480725,1.0,6.0,Other Milds
Zimbabwe,1993,11.6,69828,8333,53243,Other Milds
Congo,1993,3.0,504,3.0,11.0,Robustas
Cuba,1993,285404,116195,194.1,192.0,Other Milds
Dominican Republic,1993,603944,331.4320003,320.0,196.0,Other Milds
Haiti,1993,450697,158542,330.0,30.0,Other Milds
Philippines,1993,874855,34.7579998,770.0,1102.0,Brazilan Naturals
Philippines,1993,874855,34.7579998,770.0,1102.0,Robustas
Tanzania,1993,734375,1037.2959986,17.5,200.4,Colombian Milds
Tanzania,1993,734375,1037.2959986,17.5,200.4,Robustas
Zambia,1993,26606,23072,1.0,0.0,Other Milds
Cameroon,1993,682913,704.53,100.0,240641,Other Milds
Cameroon,1993,682913,704.53,100.0,240641,Robustas
Central African Republic,1993,165574,137197,25.0,14.0,Robustas
Colombia,1993,11422422,13568.3620035,1339.0,5028688,Colombian Milds
Costa Rica,1993,2358753,2363.9200001,375.0,190.0,Other Milds
Côte d'Ivoire,1993,2293407,4033.1070005,50.0,655.0,Robustas
Democratic Republic of Congo,1993,980261,919506,200.0,6.0,Other Milds
Democratic Republic of Congo,1993,980261,919506,200.0,6.0,Robustas
El Salvador,1993,2378482,2947.0709997,230.0,134.78,Other Milds
Ethiopia,1993,2967004,1166778,1402.0,3986.0,Brazilan Naturals
Gabon,1993,2884,2178,0.8,0.2,Robustas
Ghana,1993,45381,47482,17.0,20.3,Robustas
Guatemala,1993,3535501,3750.6870001,310.0,153317,Other Milds
Guinea,1993,63806,15469,33.0,8334,Robustas
Honduras,1993,1829179,1705317,230.0,100.0,Other Milds
India,1993,3533181,2101.5930003,833333,1405.0,Other Milds
India,1993,3533181,2101.5930003,833333,1405.0,Robustas
Jamaica,1993,34287,24.3539995,9.6,1.27,Other Milds
Kenya,1993,1328112,1438.7990001,50.0,470673,Colombian Milds
Liberia,1993,5.0,0.0,5.0,0.0,Robustas
Mexico,1993,5023488,3263.6160007,1070.0,201.25,Other Milds
Nicaragua,1993,706.13,476.4660004,108.9,4.6,Other Milds
Nigeria,1993,45319,10304,40.0,0.0,Robustas
Panama,1993,142066,129286,67.0,41.0,Other Milds
Sierra Leone,1993,37451,40986,5.0,32.0,Robustas
Sri Lanka,1993,53.79,14464,20.0,19.0,Other Milds
Sri Lanka,1993,53.79,14464,20.0,19.0,Robustas
Thailand,1993,1275201,981.7820003,250.0,253.0,Brazilan Naturals
Thailand,1993,1275201,981.7820003,250.0,253.0,Robustas
Togo,1993,194939,218284,1.0,25.0,Robustas
Trinidad & Tobago,1993,16079,9.7439996,10.0,4.0,Robustas
Uganda,1993,3141706,1829081,75.0,3000.0,Other Milds
Uganda,1993,3141706,1829081,75.0,3000.0,Robustas
Venezuela,1993,1332881,525.0020004,885.93,249.0,Other Milds
Viet Nam,1993,3020216,2071.8369999,267.0,0.0,Brazilan Naturals
Viet Nam,1993,3020216,2071.8369999,267.0,0.0,Robustas
Angola,1994,76802,8302,25.0,96.0,Brazilan Naturals
Angola,1994,76802,8302,25.0,96.0,Robustas
Bolivia (Plurinational State of),1994,116944,84.3210002,29.5,11.0,Other Milds
Brazil,1994,28192047,17273.1476003,9300.0,29227.0,Brazilan Naturals
Brazil,1994,28192047,17273.1476003,9300.0,29227.0,Robustas
Burundi,1994,664143,507803,2.0,38574,Other Milds
Burundi,1994,664143,507803,2.0,38574,Robustas
Ecuador,1994,2375766,2145.2509996,350.0,230.0,Other Milds
Ecuador,1994,2375766,2145.2509996,350.0,230.0,Robustas
Indonesia,1994,5367878,4604.6299989,1400.0,1644.0,Brazilan Naturals
Indonesia,1994,5367878,4604.6299989,1400.0,1644.0,Robustas
Madagascar,1994,641372,435621,166666,15833,Other Milds
Madagascar,1994,641372,435621,166666,15833,Robustas
Malawi,1994,84112,78469,2.0,10.0,Other Milds
Papua New Guinea,1994,1138659,1156.8369996,2.0,38.0,Other Milds
Papua New Guinea,1994,1138659,1156.8369996,2.0,38.0,Robustas
Peru,1994,1178628,1057017,200.0,120.0,Other Milds
Rwanda,1994,22449,30024,1.0,1.2,Other Milds
Zimbabwe,1994,106302,31744,8333,0.0,Other Milds
Congo,1994,7585,1017,3.0,11.0,Robustas
Cuba,1994,284315,135.7250001,194.0,151.0,Other Milds
Dominican Republic,1994,729.67,332.3130004,330.0,193.0,Other Milds
Haiti,1994,450246,103468,330.0,30.0,Other Milds
Philippines,1994,876764,125.6699992,790.0,1108.0,Brazilan Naturals
Philippines,1994,876764,125.6699992,790.0,1108.0,Robustas
Tanzania,1994,679024,632.137999,17.5,38583,Colombian Milds
Tanzania,1994,679024,632.137999,17.5,38583,Robustas
Zambia,1994,21455,23954,1.5,0.0,Other Milds
Cameroon,1994,405557,545889,100.0,198198,Other Milds
Cameroon,1994,405557,545889,100.0,198198,Robustas
Central African Republic,1994,249512,136676,15.0,8333,Robustas
Colombia,1994,12964.0,11768.0890004,1375.0,2427508,Colombian Milds
Costa Rica,1994,2481942,2104.9679999,375.0,100.0,Other Milds
Côte d'Ivoire,1994,3006444,2443.9930001,50.0,183335,Robustas
Democratic Republic of Congo,1994,1297805,761.01,200.0,81.0,Other Milds
Democratic Republic of Congo,1994,1297805,761.01,200.0,81.0,Robustas
El Salvador,1994,2293468,2092.9550001,230.0,199.92,Other Milds
Ethiopia,1994,2762.73,1475325,1476.0,4219.0,Brazilan Naturals
Gabon,1994,7701,5039,1.0,1093,Robustas
Ghana,1994,57176,10815,28.0,21.0,Robustas
Guatemala,1994,3787336,3274.0689998,310.0,240.0,Other Milds
Guinea,1994,198357,50.4670001,50.0,11667,Robustas
Honduras,1994,2180.73,1718185,253.0,38.0,Other Milds
India,1994,3001564,2496.0849996,835.0,1198.0,Other Milds
India,1994,3001564,2496.0849996,835.0,1198.0,Robustas
Jamaica,1994,44598,15.8269995,15.0,8921,Other Milds
Kenya,1994,1663131,1358411,50.0,289.0,Colombian Milds
Liberia,1994,5.0,0.0,5.0,0.0,Robustas
Mexico,1994,4158777,2789.0460003,1020.0,884.0,Other Milds
Nicaragua,1994,682969,623.5139996,89.6,11.1,Other Milds
Nigeria,1994,51631,7873,40.0,0.0,Robustas
Panama,1994,248313,76486,76667,21.71,Other Milds
Sierra Leone,1994,72738,61924,5.0,0.0,Robustas
Sri Lanka,1994,42448,47359,20.0,5.0,Other Milds
Sri Lanka,1994,42448,47359,20.0,5.0,Robustas
Thailand,1994,1399135,1136.0460002,283.0,173.0,Brazilan Naturals
Thailand,1994,1399135,1136.0460002,283.0,173.0,Robustas
Togo,1994,176296,165795,1.0,25.0,Robustas
Trinidad & Tobago,1994,18435,5.3999985,14.0,0.0,Robustas
Uganda,1994,2392753,3368765,80.0,3000.0,Other Milds
Uganda,1994,2392753,3368765,80.0,3000.0,Robustas
Venezuela,1994,988996,385.9960001,923.4,250.0,Other Milds
Viet Nam,1994,3631609,2720911,267.0,0.0,Brazilan Naturals
Viet Nam,1994,3631609,2720911,267.0,0.0,Robustas
Angola,1995,62109,40559,10.0,136.0,Brazilan Naturals
Angola,1995,62109,40559,10.0,136.0,Robustas
Bolivia (Plurinational State of),1995,142485,93.9580001,30.5,12.5,Other Milds
Brazil,1995,18060.2022,14468.4322014,10100.0,32161.0,Brazilan Naturals
Brazil,1995,18060.2022,14468.4322014,10100.0,32161.0,Robustas
Burundi,1995,433.98,528202,2.0,120.59,Other Milds
Burundi,1995,433.98,528202,2.0,120.59,Robustas
Ecuador,1995,1888233,1539.9739994,350.0,100.0,Other Milds
Ecuador,1995,1888233,1539.9739994,350.0,100.0,Robustas
Indonesia,1995,4573429,3946.5850006,1443.0,1386.0,Brazilan Naturals
Indonesia,1995,4573429,3946.5850006,1443.0,1386.0,Robustas
Madagascar,1995,785009,585.1879998,167.0,16.0,Other Milds
Madagascar,1995,785009,585.1879998,167.0,16.0,Robustas
Malawi,1995,91235,91633,2.0,5.0,Other Milds
Papua New Guinea,1995,1002363,1002.0520002,2.0,39.5,Other Milds
Papua New Guinea,1995,1002363,1002.0520002,2.0,39.5,Robustas
Peru,1995,1870939,1760467,200.0,160.0,Other Milds
Rwanda,1995,329078,313899,1.0,0.3,Other Milds
Zimbabwe,1995,130644,156975,6.6,0.0,Other Milds
Congo,1995,11755,19149,3.0,0.0,Robustas
Cuba,1995,284955,122287,194.0,116.0,Other Milds
Dominican Republic,1995,885625,451.0180003,350.0,198.0,Other Milds
Haiti,1995,513945,151788,330.0,27.0,Other Milds
Philippines,1995,849.59,57.3240006,810.0,1107.0,Brazilan Naturals
Philippines,1995,849.59,57.3240006,810.0,1107.0,Robustas
Tanzania,1995,897121,744.6529993,13.6,86.5,Colombian Milds
Tanzania,1995,897121,744.6529993,13.6,86.5,Robustas
Zambia,1995,26333,20742,0.6,0.0,Other Milds
Cameroon,1995,660.04,407269,100.0,120.0,Other Milds
Cameroon,1995,660.04,407269,100.0,120.0,Robustas
Central African Republic,1995,108065,231542,10.0,8333,Robustas
Colombia,1995,12938018,9814.1969996,1359.0,4674038,Colombian Milds
Costa Rica,1995,2843596,2067.0109998,375.0,309.0,Other Milds
Côte d'Ivoire,1995,2531864,2493.9459999,50.0,887.0,Robustas
Democratic Republic of Congo,1995,1098155,1051.39,200.0,101.0,Other Milds
Democratic Republic of Congo,1995,1098155,1051.39,200.0,101.0,Robustas
El Salvador,1995,2585179,1807.4980001,270.0,603466,Other Milds
Ethiopia,1995,3165322,1276118,1555.0,4185.0,Brazilan Naturals
Gabon,1995,1768,2946,0.8,1.0,Robustas
Ghana,1995,56528,38152,28.0,15.0,Robustas
Guatemala,1995,4001604,3700.8720009,310.0,153333,Other Milds
Guinea,1995,104164,151.5520001,50.0,12.0,Robustas
Honduras,1995,1909238,1795963,161.0,329.1,Other Milds
India,1995,4012026,2467.2570006,837.0,1295.0,Other Milds
India,1995,4012026,2467.2570006,837.0,1295.0,Robustas
Jamaica,1995,43084,26.3230003,15.0,14179,Other Milds
Kenya,1995,1664234,1450.0460001,50.0,576825,Colombian Milds
Liberia,1995,5.0,0.0,5.0,0.0,Robustas
Mexico,1995,5299888,3626.4919986,1179.0,899.0,Other Milds
Nicaragua,1995,984676,681.1789992,111.5,40.9,Other Milds
Nigeria,1995,53038,15191,40.0,0.0,Robustas
Panama,1995,209448,180533,76667,49779,Other Milds
Sierra Leone,1995,43768,71475,8.0,0.0,Robustas
Sri Lanka,1995,35595,21896,20.0,5.0,Other Milds
Sri Lanka,1995,35595,21896,20.0,5.0,Robustas
Thailand,1995,1317226,1209.5229999,417.0,80.25,Brazilan Naturals
Thailand,1995,1317226,1209.5229999,417.0,80.25,Robustas
Togo,1995,84401,200316,1.0,1183,Robustas
Trinidad & Tobago,1995,17629,4.0599984,14.0,0.0,Robustas
Uganda,1995,3243584,3079261,80.0,2520.0,Other Milds
Uganda,1995,3243584,3079261,80.0,2520.0,Robustas
Venezuela,1995,1466554,96.7520001,962.46,250.0,Other Milds
Viet Nam,1995,3970086,3546405,281845,158.0,Brazilan Naturals
Viet Nam,1995,3970086,3546405,281845,158.0,Robustas
Angola,1996,70925,51831,20.0,140.0,Brazilan Naturals
Angola,1996,70925,51831,20.0,140.0,Robustas
Bolivia (Plurinational State of),1996,124579,123.4450001,31.5,14.0,Other Milds
Brazil,1996,29196743,15250.6090018,11000.0,26361.0,Brazilan Naturals
Brazil,1996,29196743,15250.6090018,11000.0,26361.0,Robustas
Burundi,1996,400969,224076,2.0,88.5,Other Milds
Burundi,1996,400969,224076,2.0,88.5,Robustas
Ecuador,1996,1992914,1539.4110001,300.0,200.0,Other Milds
Ecuador,1996,1992914,1539.4110001,300.0,200.0,Robustas
Indonesia,1996,8220584,6440.28,1486.0,166667,Brazilan Naturals
Indonesia,1996,8220584,6440.28,1486.0,166667,Robustas
Madagascar,1996,849008,718.0490001,167.0,2033,Other Milds
Madagascar,1996,849008,718.0490001,167.0,2033,Robustas
Malawi,1996,48.65,60151,2.0,13.0,Other Milds
Papua New Guinea,1996,1089348,1090.0759997,2.0,40.0,Other Milds
Papua New Guinea,1996,1089348,1090.0759997,2.0,40.0,Robustas
Peru,1996,1805861,1679374,200.0,0.0,Other Milds
Rwanda,1996,293003,265306,1.0,10679,Other Milds
Zimbabwe,1996,174393,150362,4.0,9594,Other Milds
Congo,1996,13.86,12634,3.0,0.0,Robustas
Cuba,1996,365865,112.1710001,189.0,84.1,Other Milds
Dominican Republic,1996,518848,452.7040004,325.0,180.0,Other Milds
Haiti,1996,428387,156468,330.0,39236,Other Milds
Philippines,1996,889819,27.0319997,831.0,1117.0,Brazilan Naturals
Philippines,1996,889819,27.0319997,831.0,1117.0,Robustas
Tanzania,1996,763.94,969.6369995,16.6,35.4,Colombian Milds
Tanzania,1996,763.94,969.6369995,16.6,35.4,Robustas
Zambia,1996,33025,35824,1.0,0.0,Other Milds
Cameroon,1996,1432189,563549,100.0,175.0,Other Milds
Cameroon,1996,1432189,563549,100.0,175.0,Robustas
Central African Republic,1996,207831,98328,10.0,9.0,Robustas
Colombia,1996,10778.85,10588.4309984,1343.0,5468495,Colombian Milds
Costa Rica,1996,2221915,2430.1340004,375.0,297.0,Other Milds
Côte d'Ivoire,1996,4858592,2750.6029989,50.0,469.0,Robustas
Democratic Republic of Congo,1996,794577,881561,200.0,84.57,Other Milds
Democratic Republic of Congo,1996,794577,881561,200.0,84.57,Robustas
El Salvador,1996,2533568,2314.1469997,230.0,663044,Other Milds
Ethiopia,1996,3407442,1838231,1637.0,4018.0,Brazilan Naturals
Gabon,1996,1279,1681,833,992,Robustas
Ghana,1996,32425,4359,3.0,36.0,Robustas
Guatemala,1996,4524556,3978998,300.0,131661,Other Milds
Guinea,1996,147638,32.43,50.0,12.0,Robustas
Honduras,1996,2004388,2059.76,167924,23.0,Other Milds
India,1996,3417121,3103.1759998,838.0,917.0,Other Milds
India,1996,3417121,3103.1759998,838.0,917.0,Robustas
Jamaica,1996,53864,27.2850003,18.0,15.0,Other Milds
Kenya,1996,1246753,1901584,50.0,295574,Colombian Milds
Liberia,1996,5.0,0.0,5.0,0.0,Robustas
Mexico,1996,5109551,4633.4970009,1235.0,524.0,Other Milds
Nicaragua,1996,793305,822.3559998,95.37,16374,Other Milds
Nigeria,1996,45975,6.9240001,40.0,0.0,Robustas
Panama,1996,210742,138598,76667,31353,Other Milds
Sierra Leone,1996,40.91,28512,8.0,0.0,Robustas
Sri Lanka,1996,36999,11536,20.0,4.0,Other Milds
Sri Lanka,1996,36999,11536,20.0,4.0,Robustas
Thailand,1996,1403581,872.6859998,333.0,87133,Brazilan Naturals
